exp_id	ticker	branch_id	round_id	decision	lo_adj	ic	omega	sharpe	max_dd	pnl	K	score	verdict	mode	description	result_path	report_path
hot-ai-20260415	AMZN	graph-v1	round-001	keep	4.186	0.0000	1.899	4.063	-0.0593	120.2	1	7/7	PASS	explore	baseline discovery-driven graph vote	branches\graph-v1\outputs\round-001-edge-result.json	branches\graph-v1\outputs\round-001-edge-validation.md
